# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
CS29516-024	R.Cayrel+,AAP, 416, 1117, 2004	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.07	0.71	0.09
CS29516-024	M.Spite+,AAP, 430, 655, 2005	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06	0.67	0.03
CS29516-024	M.Spite+,AAP, 541, A143, 2012	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06		
CS29516-024	S.M.Andrievsky+,AAP, 509, A88, 2010	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06		
CS29516-024	P.Francois+,AAP, 476, 935, 2007	22 26 15.36	+02 51 46.3	4650	1.2	-3	-3.06		
CS29516-024	S.M.Andrievsky+,AAP, 464, 1081, 2007	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06		
CS29516-024	M.Spite+,AAP, 455, 291, 2006	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06		0.05
CS29516-024	S.M.Andrievsky+,AAP, 481, 481, 2008	22 26 15.36	+02 51 46.3	4650	1.2	-3.06	-3.06		
CS29517-018	I.U.Roederer+,AJ, 147, 136, 2014	23 53 37.91	-17 23 10.0	5680	3.5	-2.94	-2.78	<0.74	0.42
CS29517-025	T.Masseron+,ApJ, 751, 14, 2012	23 54 28.84	-13 59 56.7	5300	1.2	-2.57	-2.62	<0.83	0.19
CS29517-025	D.K.Lai+,ApJ, 667, 1185, 2007	23 54 28.84	-13 59 56.7	5647	3.53	-2.19	-2.02		-0.39
CS29517-025	D.K.Lai+,AJ, 128, 2402, 2004	23 54 28.84	-13 59 56.7	5647	3.53	-2.25	-2.19		
CS29517-042	I.U.Roederer+,AJ, 147, 136, 2014	00 05 03.15	-16 22 05.1	6120	3.75	-2.54	-2.53	0.11	0.26
CS29518-051	S.M.Andrievsky+,AAP, 494, 1083, 2009	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29518-051	R.Cayrel+,AAP, 416, 1117, 2004	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.65	0.97	-0.08
CS29518-051	M.Spite+,AAP, 430, 655, 2005	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69	0.85	-0.04
CS29518-051	M.Spite+,AAP, 541, A143, 2012	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29518-051	S.M.Andrievsky+,AAP, 509, A88, 2010	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29518-051	P.Francois+,AAP, 476, 935, 2007	01 24 10.01	-28 15 21.1	5200	2.6	-2.8	-2.78		
CS29518-051	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29518-051	M.Spite+,AAP, 455, 291, 2006	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		0.01
CS29518-051	M.Spite+,AAP, 528, A9, 2011	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29518-051	F.Spite+,AAP, 611, A30, 2018	01 24 10.00	-28 15 21.11	5200	2.6	-2.7	-2.69		
CS29518-051	S.M.Andrievsky+,AAP, 481, 481, 2008	01 24 10.01	-28 15 21.1	5200	2.6	-2.69	-2.69		
CS29522-046	D.K.Lai+,ApJ, 681, 1524, 2008	23 44 59.86	+08 46 52.9	6055	3.8	-2.1	-2.09	0.8	0.51
CS29528-041	S.M.Andrievsky+,AAP, 464, 1081, 2007	02 29 25.25	-18 13 28.1	6170	4	-3.06	-3.06		
CS29528-041	T.Sivarani+,AAP, 459, 125, 2006	02 29 25.25	-18 13 28.1	6150	4	-3.3	-3.3	<1.38	1.57
CS29529-054	I.U.Roederer+,MNRAS, 445, 2970, 2014	03 59 23.87	-62 10 08.9	5710	3.55	-2.75	-2.75		
CS29529-054	I.U.Roederer+,AJ, 147, 136, 2014	03 59 23.87	-62 10 08.9	5710	3.55	-2.75	-2.55	<0.68	0.39
CS30312-059	I.U.Roederer+,AJ, 147, 136, 2014	15 34 48.80	-01 23 38.0	4780	1.4	-3.26	-3.41	1.42	0.23
CS30312-059	W.Aoki+,ApJ, 632, 611, 2005	15 34 48.80	-01 23 38.0	4950	2	-3	-3.04		0.21
CS30312-059	D.K.Lai+,ApJ, 681, 1524, 2008	15 34 48.80	-01 23 38.0	5021	2.06	-3.15	-3.14		0.36
CS30312-059	C.J.Hansen+,AAP, 545, A31, 2012	15 34 48.80	-01 23 38.0	5021	1.9	-3.06	-3.06		
CS30312-062	I.U.Roederer+,AJ, 147, 136, 2014	15 37 32.85	-01 43 53.2	6600	2.45	-2.65	-2.64	-0.25	<1.71
CS30312-100	I.U.Roederer+,AJ, 147, 136, 2014	15 43 31.66	+02 01 17.4	5040	2.15	-2.68	-2.69	0.94	0.27
CS30312-100	T.Masseron+,ApJ, 751, 14, 2012	15 43 31.66	+02 01 17.4	5000	2	-2.7	-2.75	0.96	0.4
CS30312-100	W.Aoki+,ApJ, 655, 492, 2007	15 43 31.66	+02 01 17.4	5300	2.8	-2.4	-2.38		0.55
CS30312-100	C.J.Hansen+,AAP, 545, A31, 2012	15 43 31.66	+02 01 17.4	5200	2.35	-2.62	-2.62		
CS30312-100	W.Aoki+,ApJ, 567, 1166, 2002	15 43 31.66	+02 01 17.4	5500	3	-2.17	-2.17		
CS30314-067	I.U.Roederer+,AJ, 147, 136, 2014	20 52 50.99	-34 19 40.5	4320	0.5	-3.01	-3.31	1.11	0.85
CS30314-067	J.A.Johnson+,ApJ, 658, 1203, 2007	20 52 50.99	-34 19 40.5	4476	0.96	-2.67	-2.65		0.36
CS30314-067	I.U.Roederer+,ApJ, 784, 158, 2014	20 52 50.99	-34 19 40.5	4320	0.5	-3.01	-3.31	1.11	0.85
CS30314-067	W.Aoki+,ApJ, 567, 1166, 2002	20 52 50.99	-34 19 40.5	4400	0.7	-2.85	-2.85		0.62
CS30317-056	C.J.Hansen+,AAP, 527, A65, 2011	14 37 51.30	+06 17 44.9	6000	2	-2.85	-2.85	1.04	<0.88
CS30322-023	D.Karinkuzhi+,AAP, 645, 61, 2021	21 30 32.18	-46 16 24.60	4500	1	-3.35	-3.35	1.06	0.62
CS30322-023	T.Masseron+,AAP, 509, A93, 2010	21 30 32.18	-46 16 24.7	4100	-0.3	-3.39	-3.44	0.65	0.81
CS30322-023	T.Masseron+,ApJ, 751, 14, 2012	21 30 32.18	-46 16 24.7	4100	-0.3	-3.33	-3.38	0.59	0.55
CS30322-023	W.Aoki+,ApJ, 655, 492, 2007	21 30 32.18	-46 16 24.7	4300	1	-3.3	-3.3		0.57
CS30322-023	T.Masseron+,AAP, 455, 1059, 2006	21 30 32.18	-46 16 24.7	4100	-0.3	-3.5	-3.44	0.65	0.61
CS30325-028	W.Aoki+,ApJ, 632, 611, 2005	15 05 19.79	+06 17 07.0	4900	1.8	-2.8	-2.74		0.51
CS30325-028	D.K.Lai+,ApJ, 667, 1185, 2007	15 05 19.79	+06 17 07.0	4887	1.95	-2.79	-2.62		0.51
CS30325-028	D.K.Lai+,ApJ, 681, 1524, 2008	15 05 19.79	+06 17 07.0	4911	1.7	-2.9	-2.9	0.71	0.47
CS30325-028	D.K.Lai+,AJ, 128, 2402, 2004	15 05 19.79	+06 17 07.0	4887	1.95	-2.75	-2.79		
CS30325-094	S.M.Andrievsky+,AAP, 494, 1083, 2009	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30325-094	R.Cayrel+,AAP, 416, 1117, 2004	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	0.8	0.07
CS30325-094	M.Spite+,AAP, 430, 655, 2005	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	0.77	0.09
CS30325-094	M.Spite+,AAP, 541, A143, 2012	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30325-094	S.M.Andrievsky+,AAP, 509, A88, 2010	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30325-094	P.Francois+,AAP, 476, 935, 2007	14 54 39.27	+04 21 38.1	4950	2	-3.4	-3.3		
CS30325-094	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30325-094	W.Aoki+,ApJ, 632, 611, 2005	14 54 39.27	+04 21 38.1	5050	2.1	-3	-3.17		0.44
CS30325-094	M.Spite+,AAP, 455, 291, 2006	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		0.11
CS30325-094	M.Spite+,AAP, 528, A9, 2011	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30325-094	S.M.Andrievsky+,AAP, 481, 481, 2008	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3		
CS30336-049	D.K.Lai+,ApJ, 681, 1524, 2008	20 45 23.50	-28 42 36.0	4827	1.51	-3.95	-4.04	1.15	-0.19
CS30336-049	D.Yong+,ApJ, 762, 26, 2013	20 45 23.50	-28 42 36.0	4725		-4.1	-4.1		<0.23
CS30336-049	J.E.Norris+,ApJ, 762, 25, 2013	20 45 23.50	-28 42 36.0	4725	2.4	-4.1			
CS30339-015	I.U.Roederer+,AJ, 147, 136, 2014	00 16 58.11	-33 48 17.6	5840	3.6	-2.86	-3	<0.81	0.48
CS30339-046	I.U.Roederer+,AJ, 147, 136, 2014	00 25 21.67	-36 30 24.4	7000	2.55	-2.69	-2.71	-0.62	<2.63
CS30339-052	I.U.Roederer+,AJ, 147, 136, 2014	00 22 50.14	-34 07 20.7	5580	2.35	-2.67	-2.69	0.51	0.69
CS30492-001	I.U.Roederer+,AJ, 147, 136, 2014	21 05 55.23	-42 10 10.1	5790	3.65	-2.35	-2.62	0.65	0.22
CS30492-001	I.U.Roederer+,ApJ, 784, 158, 2014	21 05 55.23	-42 10 10.1	5790	3.65	-2.35	-2.62	0.65	0.22
CS30492-016	I.U.Roederer+,AJ, 147, 136, 2014	21 04 49.76	-40 14 47.9	5570	3.35	-3.4	-3.3	<1.09	0.65
CS30492-110	I.U.Roederer+,AJ, 147, 136, 2014	21 21 45.83	-38 08 57.9	4660	1.05	-3.16	-3.27	<1.01	0.12
CS30493-071	I.U.Roederer+,AJ, 147, 136, 2014	23 16 30.80	-35 34 35.9	5700	3.55	-2.46	-2.82	0.9	0.35
CS30494-003	I.U.Roederer+,AJ, 147, 136, 2014	03 59 10.03	-21 06 48.0	4930	1.85	-2.97	-2.97	<0.93	0.13
CS31078-018	D.K.Lai+,ApJ, 667, 1185, 2007	03 01 00.70	+06 16 31.9	5106	2.49	-3.02	-2.85		0.56
CS31078-018	D.K.Lai+,ApJ, 681, 1524, 2008	03 01 00.70	+06 16 31.9	5257	2.75	-2.85	-2.84	0.95	0.46
CS31078-018	D.K.Lai+,AJ, 128, 2402, 2004	03 01 00.70	+06 16 31.9	5106	2.49	-3	-3.02		
CS31080-095	J.A.Johnson+,ApJ, 658, 1203, 2007	04 44 22.01	-45 13 54.2	5972	3.73	-2.75	-2.73		2.21
CS31080-095	T.Sivarani+,AAP, 459, 125, 2006	04 44 22.01	-45 13 54.2	6050	4.5	-2.85	-2.85	2.33	2.67
CS31082-001	D.K.Lai+,ApJ, 667, 1185, 2007	01 29 31.14	-16 00 45.5	4893	1.96	-2.78	-2.61		0.26
CS31082-001	M.Spite+,AAP, 430, 655, 2005	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	0.65	0.31
CS31082-001	W.Aoki+,ApJ, 586, 506, 2003	01 29 31.14	-16 00 45.5						
CS31082-001	V.Hill+,AAP, 387, 560, 2002	01 29 31.14	-16 00 45.5	4825	1.5	-2.9	-2.9	0.73	
CS31082-001	C.J.Hansen+,AAP, 545, A31, 2012	01 29 31.14	-16 00 45.5	4925	1.51	-2.81	-2.81		
CS31082-001	S.M.Andrievsky+,AAP, 509, A88, 2010	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	L.Zhang+,AAP, 528, A92, 2011	01 29 31.14	-16 00 45.5				-2.78		0.26
CS31082-001	S.Honda+,ApJS, 152, 113, 2004	01 29 31.14	-16 00 45.5						
CS31082-001	B.Plez+,AAP, 428, L9, 2004	01 29 31.14	-16 00 45.5			-2.9	-2.73		
CS31082-001	S.Honda+,ApJ, 607, 474, 2004	01 29 31.14	-16 00 45.5	4790	1.8	-2.81	-2.8		0.21
CS31082-001	S.M.Andrievsky+,AAP, 481, 481, 2008	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	P.S.Barklem+,AAP, 439, 129, 2005	01 29 31.14	-16 00 45.5	4922	1.9	-2.78	-2.78		0.18
CS31082-001	S.M.Andrievsky+,AAP, 494, 1083, 2009	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	I.U.Roederer+,MNRAS, 445, 2970, 2014	01 29 31.14	-16 00 45.5	4650	1.05	-3.03	-3.03		
CS31082-001	R.Cayrel+,AAP, 416, 1117, 2004	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.9	0.67	0.29
CS31082-001	M.Spite+,AAP, 541, A143, 2012	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	N.Christlieb+,AAP, 428, 1027, 2004	01 29 31.14	-16 00 45.5			-2.8			
CS31082-001	C.M.Sakari+,ApJ, 868, 110, 2018	01 29 31.14	-16 00 45.5	4827	1.65	-2.79	-2.79		
CS31082-001	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	I.U.Roederer+,AJ, 147, 136, 2014	01 29 31.14	-16 00 45.5	4650	1.05	-3.03	-3.09		-0.04
CS31082-001	M.Spite+,AAP, 455, 291, 2006	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		0.32
CS31082-001	M.Spite+,AAP, 528, A9, 2011	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91		
CS31082-001	J.Ren+,AAP, 537, A118, 2012	01 29 31.14	-16 00 45.5	4922	1.9	-2.78	-2.61		0.18
CS31085-024	D.K.Lai+,ApJ, 667, 1185, 2007	00 08 27.94	+10 54 19.8	4931	2.05	-3.3	-3.13		0.01
CS31085-024	D.K.Lai+,ApJ, 681, 1524, 2008	00 08 27.94	+10 54 19.8	5949	4.57	-2.7	-2.68	0.79	0.45
CS31085-024	D.K.Lai+,AJ, 128, 2402, 2004	00 08 27.94	+10 54 19.8	4931	2.05	-3.25	-3.3		
G108-58	A.M.Boesgaard+,ApJ, 743, 140, 2011			5865	4.03	-2.37	-2.37	0.98	
G108-58	J.A.Rich+,ApJ, 701, 1519, 2009	07 10 02.59	-01 17 58.5	5865	4.03	-2.37	-2.37	1.22	
G11-44	A.M.Boesgaard+,ApJ, 743, 140, 2011			5820	3.58	-2.29	-2.29	0.6	
G11-44	P.E.Nissen+,AAP, 469, 319, 2007			6178	4.35	-2.03	-2.03		
G11-44	J.Melendez+,ApJ, 642, 1082, 2006			6092	4.49	-1.9	-2.01	0.84	
G11-44	J.A.Rich+,ApJ, 701, 1519, 2009			5820	3.58	-2.29	-2.29	0.84	
G11-44	C.J.Akerman+,AAP, 414, 931, 2004			5995	4.29	-2.09	-2.09	0.87	0.29
G11-44	A.Stephens+,AJ, 123, 1647, 2002			5924	3.82	-2.22	-2.2		
G11-44	C.Charbonnel+,AAP, 442, 961, 2005			6024	4.2	-2.2	-2.2		
G11-44	D.Fabbian+,AAP, 500, 1143, 2009			6178	4.35	-2.03	-2.08	0.76	0.23
G11-44	A.M.Boesgaard+,ApJ, 633, 398, 2005			5924	3.82	-2.22	-2.2		
G11-44	A.M.Amarsi+,AAP, 622, L4, 2019	12 10 55.77	+00 23 54.35	6108	4.41	-1.96		0.68	0.15
G11-44	J.Melendez+,AAP, 515, L3, 2010			6304	4.3	-2.08	-2.08		
G11-44	P.E.Nissen+,AAP, 415, 993, 2004			5995	4.29	-2.09	-2.09		
G115-49	A.M.Boesgaard+,ApJ, 743, 140, 2011			5605	3.78	-2.23	-2.23	0.7	
G115-49	I.U.Roederer+,AJ, 147, 136, 2014	09 05 16.68	+38 47 54.6	5420	3.8	-2.6	-2.61		0.02
G115-49	C.Charbonnel+,AAP, 442, 961, 2005	09 05 16.68	+38 47 54.6	5727	5	-2.09	-2.09		
G126-52	E.Arnone+,AAP, 430, 507, 2005	22 04 13.38	+19 32 54.5	6210	3.8		-2.44		
G126-52	A.M.Boesgaard+,ApJ, 743, 140, 2011			6182	3.95	-2.36	-2.36	0.63	
G126-52	P.E.Nissen+,AAP, 469, 319, 2007	22 04 13.38	+19 32 54.5	6396	4.2	-2.21	-2.21		
G126-52	E.Caffau+,AAP, 441, 533, 2005	22 04 13.38	+19 32 54.5						
G126-52	D.Fabbian+,AAP, 500, 1143, 2009	22 04 13.38	+19 32 54.5	6396	4.2	-2.21	-2.26	0.72	0.25
G126-52	A.M.Amarsi+,AAP, 622, L4, 2019	22 04 13.38	+19 32 54.35	6359	4.16	-2.18	-2.18	0.64	0.17
G13-9	P.E.Nissen+,AAP, 469, 319, 2007			6343	4.01	-2.29	-2.29		
G13-9	C.J.Hansen+,AAP, 545, A31, 2012			6416	3.95	-2.27	-2.27		
G13-9	C.J.Akerman+,AAP, 414, 931, 2004			6360	4.01	-2.27	-2.27	0.73	0.31
G13-9	P.E.Nissen+,AAP, 390, 235, 2002			6338	4	-2.3	-2.27	0.59	
G13-9	K.F.Tan+,MNRAS, 392, 205, 2009			6270	3.91	-2.28	-2.27	0.81	
G13-9	D.Fabbian+,AAP, 500, 1143, 2009			6343	4.01	-2.29	-2.34	0.84	0.39
G13-9	M.Asplund+,ApJ, 644, 229, 2006			6298	3.99	-2.3	-2.3	0.64	
G13-9	A.M.Amarsi+,AAP, 622, L4, 2019	12 07 15.07	-05 44 01.61	6330	4	-2.25	-2.25	0.72	0.32
G13-9	P.E.Nissen+,AAP, 415, 993, 2004			6360	4.01	-2.27	-2.27		
G130-65	A.M.Boesgaard+,ApJ, 743, 140, 2011			6018	3.65	-2.21	-2.21	0.91	
G146-76	I.U.Roederer+,AJ, 147, 136, 2014	10 59 57.48	+44 46 43.8	4980	2.1	-2.13	-2.08	0.18	-0.16
G15-10	I.U.Roederer+,AJ, 147, 136, 2014	15 09 46.02	-04 45 06.6	5050	4.05	-2.54	-2.53	1.14	0.19
G166-54	P.E.Nissen+,AAP, 469, 319, 2007			6407	4.28	-2.58	-2.58		
G166-54	D.Fabbian+,AAP, 500, 1143, 2009			6407	4.28	-2.58	-2.63	0.85	0.23
G166-54	A.M.Amarsi+,AAP, 622, L4, 2019	14 54 10.71	+25 33 48.92	6381	4.25	-2.55	-2.55	0.76	0.14
G180-58	I.U.Roederer+,AJ, 147, 136, 2014	16 28 16.87	+44 40 38.3	4980	4.4	-2.62	-2.6	<1.06	0.38
G181-28	A.M.Boesgaard+,ApJ, 743, 140, 2011			5965	3.98	-2.42	-2.42	0.74	
G183-11	K.F.Tan+,MNRAS, 392, 205, 2009			6190	4.09	-2.08	-2.07	0.88	
G183-11	C.J.Hansen+,AAP, 545, A31, 2012			6309	3.97	-2.12	-2.12		
G183-11	P.E.Nissen+,AAP, 390, 235, 2002			6092	4.04	-2.1	-2.07		
G186-26	A.M.Boesgaard+,ApJ, 633, L125, 2005			6200	4.48	-2.71	-2.7		
G186-26	I.U.Roederer+,AJ, 147, 136, 2014			5950	3.65	-2.9	-3.07		0.55
G186-26	P.E.Nissen+,AAP, 469, 319, 2007			6417	4.42	-2.54	-2.54		
G186-26	D.Fabbian+,AAP, 500, 1143, 2009			6417	4.42	-2.54	-2.59	0.65	0.31
G186-26	C.J.Akerman+,AAP, 414, 931, 2004			6273	4.25	-2.62	-2.62	0.64	0.33
G186-26	A.M.Amarsi+,AAP, 622, L4, 2019	20 24 45.41	+25 03 07.09	6379	4.24	-2.56	-2.56	0.56	0.21
G186-26	P.E.Nissen+,AAP, 415, 993, 2004			6273	4.25	-2.62	-2.62		
G190-15	I.U.Roederer+,AJ, 147, 136, 2014	23 13 38.82	+39 25 02.6	4950	3.85	-3.13	-3.12	<1.46	0.44
G20-8	M.Bergemann+,AAP, 492, 823, 2008			6115	4.2	-2.19	-2.19		
G20-8	P.E.Nissen+,AAP, 469, 319, 2007			6194	4.29	-2.19	-2.19		
G20-8	J.R.Shi+,AAP, 465, 587, 2007			6115	4.2	-2.19	-2.18		
G20-8	C.J.Akerman+,AAP, 414, 931, 2004			5855	4.16	-2.28	-2.28	1.12	0.51
G20-8	A.Stephens+,AJ, 123, 1647, 2002			5960	4.04	-2.34	-2.33		
G20-8	M.Bergemann+,MNRAS, 401, 1334, 2010			6115	4.2	-2.19	-2.19		
G20-8	D.Fabbian+,AAP, 500, 1143, 2009			6194	4.29	-2.19	-2.24	0.85	0.35
G20-8	T.Gehren+,AAP, 451, 1065, 2006			6115	4.2	-2.19	-2.18		
G20-8	A.M.Boesgaard+,ApJ, 633, 398, 2005			5960	4.04	-2.34	-2.32		
G20-8	A.M.Amarsi+,AAP, 622, L4, 2019	17 39 45.60	+02 24 59.62	6125	4.38	-2.11	-2.11	0.78	0.28
G20-8	P.E.Nissen+,AAP, 415, 993, 2004			5855	4.16	-2.28	-2.28		
G201-5	A.M.Boesgaard+,ApJ, 743, 140, 2011			5950	4	-2.54	-2.54	0.51	
G201-5	J.A.Rich+,ApJ, 701, 1519, 2009	14 36 08.30	+55 33 04.0	5950	4	-2.54	-2.54	0.75	
G201-5	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 36 08.30	+55 33 04.0	6018	3.79	-2.51	-2.49		
G201-5	K.A.Venn+,AJ, 128, 1177, 2004	14 36 08.30	+55 33 04.0				-2.5		
G201-5	A.Stephens+,AJ, 123, 1647, 2002	14 36 08.30	+55 33 04.0	6018	3.79	-2.51	-2.49		
G206-34	A.M.Boesgaard+,ApJ, 743, 140, 2011			5825	3.99	-3.12	-3.12	0.69	
G206-34	I.U.Roederer+,AJ, 147, 136, 2014	18 35 19.17	+28 41 55.4	5930	3.6	-3.13	-3.17		0.58
G206-34	C.Charbonnel+,AAP, 442, 961, 2005	18 35 19.17	+28 41 55.4	6217	4.5	-2.96	-2.96		
G206-34	J.A.Rich+,ApJ, 701, 1519, 2009	18 35 19.17	+28 41 55.4	5825	3.99	-3.12	-3.12	0.93	
G25-24	I.U.Roederer+,AJ, 147, 136, 2014	21 16 41.64	-01 18 08.8	5670	3.55	-2.28	-2.11	<0.15	0.08
G25-24	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 16 41.64	-01 18 08.8	6083	5	-1.6			
G25-24	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 16 41.64	-01 18 08.8	6083	5	-1.61			
G25-24	M.Ishigaki+,PASJ, 62, 143, 2010	21 16 41.64	-01 18 08.8	5594	4.07	-2.02	-2.07		
G25-24	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 16 41.64	-01 18 08.8	5733	3.98	-1.88			
G25-24	K.A.Venn+,AJ, 128, 1177, 2004	21 16 41.64	-01 18 08.8						
G25-24	A.Stephens+,AJ, 123, 1647, 2002	21 16 41.64	-01 18 08.8	5733	3.98	-1.88	-2.03		
G26-1	I.U.Roederer+,AJ, 147, 136, 2014	21 26 47.83	-08 23 56.1	5860	3.75	-1.94	-2.08	0.69	0.07
G26-12	A.M.Boesgaard+,ApJ, 743, 140, 2011			6135	3.84	-2.33	-2.33	0.92	
G26-12	R.Smiljanic+,AAP, 499, 103, 2009	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.48		
G26-12	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.46		
G26-12	A.Stephens+,AJ, 123, 1647, 2002	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.47		
G268-32	G.Israelian+,ApJ, 551, 833, 2001			6090	3.86	-2.81	-2.81	1.38	
G268-32	A.M.Boesgaard+,ApJ, 743, 140, 2011			6230	4.6	-2.51	-2.51	.2.45	
G268-32	C.Charbonnel+,AAP, 442, 961, 2005			5901	4.5	-3.5	-3.5		
G268-32	E.Caffau+,AAP, 441, 533, 2005								
G271-162	G.Israelian+,ApJ, 551, 833, 2001	01 50 32.65	-09 21 02.8	6050	4	-2.46	-2.46	1.06	
G271-162	P.E.Nissen+,AAP, 390, 235, 2002	01 50 32.65	-09 21 02.8	6230	3.93	-2.31	-2.28	0.55	
G275-4	G.Israelian+,ApJ, 551, 833, 2001			6212	4.13	-3.32	-3.32	1.53	
G275-4	A.M.Boesgaard+,ApJ, 743, 140, 2011			5942	4.05	-3.42	-3.42	0.88	
G275-4	G.Israelian+,AAP, 421, 649, 2004			6212	4.13	-2.99	-2.82		
G275-4	J.A.Rich+,ApJ, 701, 1519, 2009			5942	4.05	-3.42	-3.42	1.12	
G275-4	G.Bihain+,AAP, 423, 777, 2004			6212	4.13	-2.99	-2.82		
G4-36	I.U.Roederer+,AJ, 147, 136, 2014	02 43 22.05	+13 25 57.0	5810	3.65	-2.22	-2.17	0.17	0.26
G4-36	I.I.Ivans+,ApJ, 592, 906, 2003	02 43 22.05	+13 25 57.0	5975	4.05	-1.94		0.52	
G4-36	K.A.Venn+,AJ, 128, 1177, 2004	02 43 22.05	+13 25 57.0						
G4-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6120	3.82	-2.5	-2.5	0.82	
G4-37	P.E.Nissen+,AAP, 469, 319, 2007	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.45		
G4-37	G.Israelian+,ApJ, 551, 833, 2001	02 44 35.09	+08 28 50.1	5837	4.23	-2.89	-2.89	1.67	
G4-37	E.Arnone+,AAP, 430, 507, 2005	02 44 35.09	+08 28 50.1	6050	4.1		-2.75		
G4-37	I.U.Roederer+,AJ, 147, 136, 2014	02 44 35.09	+08 28 50.1	6110	3.75	-2.67	-2.73	0.33	0.49
G4-37	C.Charbonnel+,AAP, 442, 961, 2005	02 44 35.09	+08 28 50.1	5932	4.5	-2.87	-2.87		
G4-37	E.Caffau+,AAP, 441, 533, 2005	02 44 35.09	+08 28 50.1						
G4-37	D.Fabbian+,AAP, 500, 1143, 2009	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.5	0.97	0.33
G4-37	A.M.Amarsi+,AAP, 622, L4, 2019	02 44 35.09	+08 28 50.09	6277	4.26	-2.4	-2.4	0.87	0.23
G41-41	L.Zhang+,ApJ, 706, 1095, 2009	09 29 15.56	+08 38 00.5	6100	3.9	-2.84	-2.64		
G41-41	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63		
G41-41	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63		
G41-41	M.Ishigaki+,PASJ, 62, 143, 2010	09 29 15.56	+08 38 00.5	6076	3.28	-2.98	-2.98		
G41-41	D.Fabbian+,AAP, 500, 1143, 2009	09 29 15.56	+08 38 00.5	6440	4.06	-2.66	-2.71	0.76	0.24
G41-41	T.Gehren+,AAP, 451, 1065, 2006	09 29 15.56	+08 38 00.5	6380	4.26	-2.51	-2.5		
G48-29	L.Zhang+,ApJ, 706, 1095, 2009			6200	3.66	-2.82	-2.46		
G48-29	M.N.Ishigaki+,ApJ, 753, 64, 2012			6881	5	-2.43	-2.43		
G48-29	P.E.Nissen+,AAP, 469, 319, 2007			6482	4.25	-2.6	-2.6		
G48-29	M.N.Ishigaki+,ApJ, 771, 67, 2013			6881	5	-2.45	-2.45		
G48-29	M.Ishigaki+,PASJ, 62, 143, 2010			6118	3.46	-3.03	-3.03		
