# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
G48-29	D.Fabbian+,AAP, 500, 1143, 2009			6489	4.25	-2.61	-2.66	0.77	0.34
G48-29	T.Gehren+,AAP, 451, 1065, 2006			6410	4.27	-2.54	-2.53		
G48-29	A.M.Amarsi+,AAP, 622, L4, 2019	09 40 43.20	+01 00 29.52	6471	4.21	-2.57	-2.57	0.66	0.13
G59-24	A.M.Boesgaard+,ApJ, 743, 140, 2011			6112	4.1	-2.32	-2.32	0.94	
G59-24	C.Charbonnel+,AAP, 442, 961, 2005	12 34 25.13	+15 16 49.0	6034	4.2	-2.63	-2.63		
G59-24	J.A.Rich+,ApJ, 701, 1519, 2009	12 34 25.13	+15 16 49.0	6112	4.1	-2.32	-2.32	1.18	
G59-27	M.N.Ishigaki+,ApJ, 753, 64, 2012			6297	4.12	-1.99			
G59-27	P.E.Nissen+,AAP, 469, 319, 2007			6272	4.23	-1.93			
G59-27	M.N.Ishigaki+,ApJ, 771, 67, 2013			6297	4.12	-1.99			
G59-27	M.Ishigaki+,PASJ, 62, 143, 2010			5829	3.2	-2.42	-2.42		
G59-27	D.Fabbian+,AAP, 500, 1143, 2009			6272	4.23	-1.93		0.89	0.36
G59-27	A.M.Amarsi+,AAP, 622, L4, 2019	12 36 39.45	+27 28 28.16	6232	4.18	-1.89		0.79	0.25
G64-12	A.Hosford+,AAP, 493, 601, 2009			6333	4.49	-3.32	-3.4		
G64-12	P.E.Nissen+,AAP, 469, 319, 2007			6435	4.26	-3.24	-3.24		
G64-12	M.Ishigaki+,PASJ, 62, 143, 2010			6070	3.58	-3.52	-3.56		
G64-12	C.J.Akerman+,AAP, 414, 931, 2004			6511	4.39	-3.17	-3.17	0.92	0.42
G64-12	T.Matsuno+,AJ, 154, 52, 2017			6285	4.3	-3.38	-3.38		0.92
G64-12	F.Primas+,AAP, 364, L42, 2000			6400	4.1	-3.3	-3.28	1.24	
G64-12	A.M.Boesgaard+,ApJ, 633, 398, 2005			6074	3.72	-3.47	-3.45		
G64-12	A.M.Amarsi+,AAP, 622, L4, 2019	13 40 02.49	-00 02 18.74	6427	4.24	-3.23	-3.23	0.97	0.44
G64-12	J.Melendez+,AAP, 515, L3, 2010			6463	4.17	-3.26	-3.26		
G64-12	I.U.Roederer+,ApJ, 860, 125, 2018			6492	4.18	-3.3	-3.26		
G64-12	M.N.Ishigaki+,ApJ, 753, 64, 2012			6550	4.68	-3.21	-3.21		
G64-12	I.U.Roederer+,AJ, 147, 136, 2014			6030	3.6	-3.39	-3.58	<0.65	<1.1
G64-12	M.N.Ishigaki+,ApJ, 771, 67, 2013			6550	4.68	-3.24	-3.24		
G64-12	C.Charbonnel+,AAP, 442, 961, 2005			6452	3.85	-3.38	-3.38		
G64-12	D.Fabbian+,AAP, 500, 1143, 2009			6435	4.26	-3.24	-3.29	1.05	0.53
G64-12	T.Gehren+,AAP, 451, 1065, 2006			6407	4.2	-3.12	-3.11		
G64-12	W.Aoki+,ApJ, 639, 897, 2006			6390	4.38	-3.2	-3.25	0.9	0.5
G64-12	W.Aoki+,ApJ, 698, 1803, 2009			6270	4.4	-3.37	-3.42		
G64-12	M.Bergemann+,AAP, 522, A9, 2010			6407	4.2	-3.12	-3.12		
G64-12	J.A.Rich+,ApJ, 701, 1519, 2009			6074	3.72	-3.45	-3.45	1.39	
G64-12	C.J.Hansen+,AAP, 545, A31, 2012			6459	4.31	-3.1	-3.1		
G64-12	G.Bihain+,AAP, 423, 777, 2004			6318	4.2	-3.05	-2.88		
G64-12	D.S.Aguado+,AAP, 604, 9, 2017	13 40 02.4921790616	-00 02 18.750321114	6393	4.8	-3.2			
G64-12	E.Arnone+,AAP, 430, 507, 2005			6220	3.9		-3.35		
G64-12	G.Israelian+,ApJ, 551, 833, 2001			6318	4.2	-3.37	-3.37	1.52	
G64-12	M.Bergemann+,MNRAS, 401, 1334, 2010			6407	4.2	-3.12	-3.12		
G64-12	T.Matsuno+,PASJ, 69, 24, 2017			6291	4.38	-3.36	-3.36		<0.93
G64-12	P.E.Nissen+,AAP, 415, 993, 2004			6511	4.39	-3.17	-3.17		
G64-12	A.M.Boesgaard+,ApJ, 743, 140, 2011			6074	3.72	-3.45	-3.45	1.15	
G64-12	J.Melendez+,ApJ, 642, 1082, 2006			6660	4.24	-3	-3.24	0.91	
G64-12	R.Smiljanic+,AAP, 646, A70, 2021	13 40 02.50	-00 02 18.84	6490	4.3	-3.26	-3.26		
G64-12	V.M.Placco+,ApJ, 829, 24, 2016			6463	4.26	-3.29	-3.29	1.18	1.07
G64-12	A.Stephens+,AJ, 123, 1647, 2002			6074	3.72	-3.47	-3.46		
G64-12	G.Israelian+,AAP, 421, 649, 2004			6318	4.2	-3.05	-2.88		
G64-37	W.Aoki+,ApJ, 698, 1803, 2009	14 02 30.09	-05 39 05.2	6290	4.4	-3.22	-3.28		
G64-37	A.Hosford+,AAP, 493, 601, 2009	14 02 30.09	-05 39 05.2	6175	4.48	-3.29	-3.24		
G64-37	P.E.Nissen+,AAP, 469, 319, 2007	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08		
G64-37	M.Ishigaki+,PASJ, 62, 143, 2010	14 02 30.09	-05 39 05.2	6105	3.65	-3.36	-3.4		
G64-37	C.J.Hansen+,AAP, 545, A31, 2012	14 02 30.09	-05 39 05.2	6494	3.82	-3.17	-3.16		
G64-37	J.A.Rich+,ApJ, 701, 1519, 2009	14 02 30.09	-05 39 05.2	6122	3.87	-3.28	-3.28	1.14	
G64-37	C.J.Akerman+,AAP, 414, 931, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12	0.87	0.41
G64-37	G.Israelian+,ApJ, 551, 833, 2001	14 02 30.09	-05 39 05.2	6310	4.2	-3.22	-3.22	<1.5	
G64-37	E.Arnone+,AAP, 430, 507, 2005	14 02 30.09	-05 39 05.2	6240	3.9		-3.15		
G64-37	A.E.GarciaPerez+,AAP, 504, 213, 2009	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12		
G64-37	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.3		
G64-37	A.M.Amarsi+,AAP, 622, L4, 2019	14 02 30.09	-05 39 05.18	6427	4.24	-3.07	-3.07	0.78	0.38
G64-37	J.Melendez+,AAP, 515, L3, 2010	14 02 30.09	-05 39 05.2	6583	4.2	-3.17	-3.17		
G64-37	A.M.Besgaard+,ApJ, 641, 1122, 2006	14 02 30.09	-05 39 05.2	6233	4.41	-3.2	-3.19		
G64-37	P.E.Nissen+,AAP, 415, 993, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12		
G64-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6122	3.87	-3.28	-3.28	0.9	
G64-37	M.N.Ishigaki+,ApJ, 753, 64, 2012	14 02 30.09	-05 39 05.2	6621	4.6	-3.06	-3.06		
G64-37	J.Melendez+,ApJ, 642, 1082, 2006	14 02 30.09	-05 39 05.2	6658	4.27	-2.8	-3.06	0.72	
G64-37	Y.Takeda+,PASJ, 63, S537, 2011	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08		
G64-37	R.Smiljanic+,AAP, 646, A70, 2021	14 02 30.09	-05 39 04.89	6630	4.3	-3.11	-3.11		
G64-37	V.M.Placco+,ApJ, 829, 24, 2016	14 02 30.09	-05 39 05.2	6570	4.4	-3.11	-3.11	1.01	1.12
G64-37	A.Stephens+,AJ, 123, 1647, 2002	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.29		
G64-37	M.N.Ishigaki+,ApJ, 771, 67, 2013	14 02 30.09	-05 39 05.2	6621	4.6	-3.09	-3.09		
G64-37	C.Charbonnel+,AAP, 442, 961, 2005	14 02 30.09	-05 39 05.2	6396	3.85	-2.96	-2.96		
G64-37	D.Fabbian+,AAP, 500, 1143, 2009	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.13	0.86	0.41
G71-55	I.U.Roederer+,AJ, 147, 136, 2014	02 03 50.98	-00 32 21.0	5550	3.55	-1.82	-2.06	0.71	-0.18
G71-55	C.M.Sakari+,ApJ, 868, 110, 2018	02 03 50.99	-00 32 20.8						
G75-56	A.M.Boesgaard+,ApJ, 743, 140, 2011			5890	3.83	-2.38	-2.38	0.58	
G75-56	I.U.Roederer+,AJ, 147, 136, 2014	03 00 23.03	-05 57 49.5	6190	3.85	-2.3	-2.35		0.32
G75-56	E.Caffau+,AAP, 441, 533, 2005	03 00 23.03	-05 57 49.5						
G75-56	J.A.Rich+,ApJ, 701, 1519, 2009	03 00 23.03	-05 57 49.5	5890	3.83	-2.38	-2.38	0.82	
G77-61	B.Plez+,AAP, 434, 1117, 2005	03 32 38.08	+01 58 00.0	4000	5.05	-4.03	-4.08		2.66
G77-61	T.C.Beers+,AJ, 133, 1193, 2007	03 32 38.08	+01 58 00.0	4000	5.1	-4	-4.05	1.82	3.21
G84-29	I.I.Ivans+,ApJ, 592, 906, 2003			6330	3.55	-2.75	-2.74	<0.88	
G84-29	J.R.Shi+,AAP, 465, 587, 2007			6240	4.14	-2.45	-2.44		
G84-29	D.Fabbian+,AAP, 500, 1143, 2009			6302	4.05	-2.62	-2.67	0.85	0.3
G84-29	T.Gehren+,AAP, 451, 1065, 2006			6240	4.14	-2.45	-2.44		
G88-10	A.M.Boesgaard+,ApJ, 743, 140, 2011			5945	4	-2.61	-2.61	0.69	
G88-10	C.Charbonnel+,AAP, 442, 961, 2005	07 10 23.79	+24 20 40.2	6033	4.2	-2.53	-2.53		
G88-10	J.A.Rich+,ApJ, 701, 1519, 2009	07 10 23.79	+24 20 40.2	5945	4	-2.61	-2.61	0.93	
G90-25	I.U.Roederer+,AJ, 147, 136, 2014			5150	4.05	-2.04	-2.03	0.49	0.03
G90-25	I.U.Roederer+,ApJ, 724, 975, 2010								
G90-25	J.Simmerer+,ApJ, 617, 1091, 2004			5303	4.46	-1.78			0.13
G90-3	A.M.Boesgaard+,ApJ, 743, 140, 2011			5710	3.19	-2.28	-2.28	0.43	
G90-3	I.U.Roederer+,AJ, 147, 136, 2014	07 29 50.84	+32 51 58.3	5680	3.6	-2.24	-2.4	0.34	-0.09
G90-3	C.Charbonnel+,AAP, 442, 961, 2005	07 29 50.84	+32 51 58.3	5985	3.5	-2.1	-2.1		
G92-6	A.M.Boesgaard+,ApJ, 743, 140, 2011			6115	4.79	-2.7	-2.7	0.36	
G92-6	J.A.Rich+,ApJ, 701, 1519, 2009	19 29 44.03	+01 01 30.2	6115	4.79	-2.7	-2.7	0.6	
HD103036	D.Yong+,ApJ, 599, 1357, 2003	11 51 50.10	-05 45 44.0	4200	0.1	-1.8			
HD103036	J.P.Fulbright+,AJ, 120, 1841, 2000	11 51 50.10	-05 45 44.0	4375	0.8	-1.6			
HD103036	J.P.Fulbright+,ApJ, 595, 1154, 2003	11 51 50.10	-05 45 44.0	4150	0.84	-1.8		0.63	
HD103036	I.U.Roederer+,ApJ, 724, 975, 2010	11 51 50.10	-05 45 44.0				-2.04		
HD103036	Y.Saito+,PASJ, 61, 549, 2009	11 51 50.10	-05 45 44.0	4159	-0.17	-1.2			
HD103036	J.Simmerer+,ApJ, 617, 1091, 2004	11 51 50.10	-05 45 44.0	4200	1.14	-2.04	-2.04		-0.17
HD106373	I.U.Roederer+,AJ, 147, 136, 2014	12 14 13.29	-28 15 06.6	6040	1.85	-2.6	-2.61	0.4	<0.93
HD106373	M.N.Ishigaki+,ApJ, 753, 64, 2012	12 14 13.29	-28 15 06.6	6031	1.91	-2.52	-2.52		
HD106373	M.N.Ishigaki+,ApJ, 771, 67, 2013	12 14 13.29	-28 15 06.6	6031	1.91	-2.52	-2.52		
HD108317	K.Jonsell+,AAP, 440, 321, 2005	12 26 36.83	+05 18 09.0	5332	2.75	-2.19	-2.11	0.56	
HD108317	I.U.Roederer+,ApJ, 791, 32, 2014	12 26 36.83	+05 18 09.0	5100	2.67	-2.37	-2.37		
HD108317	C.J.Hansen+,AAP, 545, A31, 2012	12 26 36.83	+05 18 09.0	5360	2.76	-2.11	-2.11		
HD108317	T.V.Mishenina+,AAP, 370, 951, 2001	12 26 36.83	+05 18 09.0	5250	2.4	-2.17	-2.17		
HD108317	I.U.Roederer+,ApJ, 912, 119, 2021			5100	2.67	-2.37	-2.35		
HD108317	I.U.Roederer+,ApJ, 747, L8, 2012	12 26 36.83	+05 18 09.0	5100	2.67	-2.37	-2.55		
HD108317	I.U.Roederer+,ApJ, 724, 975, 2010	12 26 36.83	+05 18 09.0				-2.18		
HD108317	M.N.Ishigaki+,ApJ, 753, 64, 2012	12 26 36.83	+05 18 09.0	5284	2.94	-2.27	-2.27		
HD108317	J.P.Fulbright+,ApJ, 595, 1154, 2003	12 26 36.83	+05 18 09.0	5275	2.83	-2.4	-2.28	0.75	
HD108317	T.V.Mishenina+,AAP, 396, 189, 2002	12 26 36.83	+05 18 09.0			-2.17	-2.17		
HD108317	Y.Takeda+,PASJ, 63, S537, 2011	12 26 36.83	+05 18 09.0	5310	2.77	-2.35	-2.35		
HD108317	I.U.Roederer+,ApJS, 203, 27, 2012	12 26 36.83	+05 18 09.0	5100	2.67	-2.37	-2.53		
HD108317	D.L.Burris+,ApJ, 544, 302, 2000	12 26 36.83	+05 18 09.0	5300	2.9	-2.2	-2.07		
HD108317	I.U.Roederer+,AJ, 147, 136, 2014	12 26 36.83	+05 18 09.0	5030	2.1	-2.6	-2.62	0.66	0
HD108317	J.P.Fulbright+,AJ, 120, 1841, 2000	12 26 36.83	+05 18 09.0	5100	2.5	-2.2	-2.33		
HD108317	I.U.Roederer+,ApJ, 698, 1963, 2009	12 26 36.83	+05 18 09.0	5234	2.68	-2.18	-2.18		
HD108317	M.N.Ishigaki+,ApJ, 771, 67, 2013	12 26 36.83	+05 18 09.0	5284	2.94	-2.28	-2.28		
HD108317	J.Simmerer+,ApJ, 617, 1091, 2004	12 26 36.83	+05 18 09.0	5234	2.68	-2.18	-2.18		0.13
HD108317	A.E.GarciaPerez+,AAP, 451, 621, 2006	12 26 36.83	+05 18 09.0	5300	2.76	-2.27	-2.25	0.79	
HD108317	B.W.Carney+,AJ, 125, 293, 2003	12 26 36.83	+05 18 09.0	5230	2.4	-2.48	-2.48		
HD108317	A.E.GarciaPerez+,AAP, 447, 299, 2006	12 26 36.83	+05 18 09.0	5300	2.76	-2.25	-2.25		
HD110184	C.J.Hansen+,AAP, 545, A31, 2012	12 40 14.08	+08 31 38.1	4450	0.5	-2.4	-2.4		
HD110184	T.V.Mishenina+,AAP, 396, 189, 2002	12 40 14.08	+08 31 38.1			-2.27	-2.27		
HD110184	D.L.Burris+,ApJ, 544, 302, 2000	12 40 14.08	+08 31 38.1	4250	0.3	-2.2	-2.39		
HD110184	T.V.Mishenina+,AAP, 370, 951, 2001	12 40 14.08	+08 31 38.1	4380	0.6	-2.27	-2.27		
HD110184	J.P.Fulbright+,AJ, 120, 1841, 2000	12 40 14.08	+08 31 38.1	4400	0.6	-2.3	-2.42		
HD110184	S.Honda+,ApJS, 152, 113, 2004	12 40 14.08	+08 31 38.1						
HD110184	I.U.Roederer+,ApJ, 724, 975, 2010	12 40 14.08	+08 31 38.1				-2.72		
HD110184	J.Melendez+,ApJ, 575, 474, 2002	12 40 14.08	+08 31 38.1	4262	0.7	-2.41	-2.41	0.59	-0.46
HD110184	J.Simmerer+,ApJ, 617, 1091, 2004	12 40 14.08	+08 31 38.1	4250	0.79	-2.72	-2.72		-0.12
HD110184	S.Honda+,ApJ, 607, 474, 2004	12 40 14.08	+08 31 38.1	4240	0.3	-2.52	-2.51		-0.55
HD110184	M.Aoki+,ApJ, 837, 8, 2017	12 40 14.08	+08 31 38.1	4240	0.3	-2.52	-2.52		
HD115444	D.K.Lai+,ApJ, 667, 1185, 2007	13 16 42.46	+36 22 52.7	4775	1.68	-2.86	-2.69		-0.19
HD115444	W.Aoki+,ApJ, 586, 506, 2003	13 16 42.46	+36 22 52.7						
HD115444	C.J.Hansen+,AAP, 545, A31, 2012	13 16 42.46	+36 22 52.7	4785	1.5	-3	-3		
HD115444	J.A.Johnson+,ApJ, 579, 616, 2002	13 16 42.46	+36 22 52.7				-2.97		
HD115444	S.Honda+,ApJS, 152, 113, 2004	13 16 42.46	+36 22 52.7						
HD115444	I.U.Roederer+,ApJ, 724, 975, 2010	13 16 42.46	+36 22 52.7				-2.9		
HD115444	J.A.Johnson+,ApJ, 554, 888, 2001	13 16 42.46	+36 22 52.7	4500	0.7	-3	-2.98		
HD115444	S.Honda+,ApJ, 607, 474, 2004	13 16 42.46	+36 22 52.7	4720	1.5	-2.85	-2.84		-0.29
HD115444	J.A.Johnson+,ApJS, 139, 219, 2002	13 16 42.46	+36 22 52.7	4500	0.7	-3	-3.13		
HD115444	Y.Saito+,PASJ, 61, 549, 2009	13 16 42.46	+36 22 52.7	4753	2.49	-2.77	-2.94		
HD115444	Y.Takeda+,PASJ, 63, S537, 2011	13 16 42.46	+36 22 52.7	4721	1.74	-2.71	-2.71		
HD115444	D.L.Burris+,ApJ, 544, 302, 2000	13 16 42.46	+36 22 52.7	4750	1.7	-3	-2.6		
HD115444	J.Westin+,ApJ, 530, 783, 2000	13 16 42.46	+36 22 52.7	4650	1.5	-2.9	-2.96	0.87	
HD115444	I.U.Roederer+,ApJ, 698, 1963, 2009	13 16 42.46	+36 22 52.7	4720	1.75	-2.9	-2.9		
HD115444	C.Sneden+,ApJ, 496, 235, 1998	13 16 42.46	+36 22 52.7	4750	1.7	-2.77	-2.77		
HD115444	J.Simmerer+,ApJ, 617, 1091, 2004	13 16 42.46	+36 22 52.7	4721	1.74	-2.9	-2.9		-0.37
HD115444	J.J.Cowan+,ApJ, 627, 238, 2005	13 16 42.46	+36 22 52.7	4720	1.75	-2.9	-2.93		
HD11582	I.U.Roederer+,AJ, 147, 136, 2014	01 53 00.24	-34 17 34.8	5020	2.2	-2.03	-2.03	0.27	-0.27
HD116064	K.Jonsell+,AAP, 440, 321, 2005	13 21 43.79	-39 18 39.9	5945	4.28	-1.88		0.72	
HD116064	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 21 43.79	-39 18 39.9	6004	4.2	-1.9			
HD116064	R.G.Gratton+,AAP, 354, 169, 2000	13 21 43.79	-39 18 39.9	6109	4.38	-1.79			0.16
HD116064	R.G.Gratton+,AAP, 404, 187, 2003	13 21 43.79	-39 18 39.9	5964	4.32	-1.81	-2	0.68	
HD116064	C.J.Hansen+,AAP, 545, A31, 2012	13 21 43.79	-39 18 39.9	5999	4.33	-2.19	-2.17		
HD116064	P.E.Nissen+,AAP, 390, 235, 2002	13 21 43.79	-39 18 39.9						
HD116064	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 21 43.79	-39 18 39.9	6004	4.2	-1.91			
HD116064	J.Melendez+,AAP, 515, L3, 2010	13 21 43.79	-39 18 39.9	5896	4.41	-1.89			
HD118055	H.N.Li+,ApJ, 765, 51, 2013	13 34 39.90	-16 19 22.0	4225	0.7	-1.78		0.28	-1.05
HD118055	J.P.Fulbright+,AJ, 120, 1841, 2000	13 34 39.90	-16 19 22.0	4400	1	-1.8			
HD118055	R.G.Gratton+,AAP, 354, 169, 2000	13 34 39.90	-16 19 22.0	4283	1.09	-1.75		0.53	-0.61
HD118055	J.P.Fulbright+,ApJ, 595, 1154, 2003	13 34 39.90	-16 19 22.0	4225	1.09	-1.9	-2.16	0.53	
HD118055	B.W.Carney+,AJ, 125, 293, 2003	13 34 39.90	-16 19 22.0	4160	1	-1.46			
HD119516	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 43 26.72	+15 34 31.1	5605	1.94	-1.88			
HD119516	M.Ishigaki+,PASJ, 62, 143, 2010	13 43 26.72	+15 34 31.1	5438	1.76	-2.08	-2.09		
HD119516	I.U.Roederer+,ApJ, 711, 573, 2010	13 43 26.72	+15 34 31.1	5290	1.1	-2.15	-2.26	0.83	<-0.31
HD119516	L.Zhang+,ApJ, 706, 1095, 2009	13 43 26.72	+15 34 31.1	5550	2.2	-1.82			
HD119516	I.U.Roederer+,AJ, 147, 136, 2014	13 43 26.72	+15 34 31.1	5660	1.9	-1.93		-0.18	-0.41
HD119516	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 43 26.72	+15 34 31.1	5605	1.94	-1.89			
HD119516	J.Simmerer+,ApJ, 617, 1091, 2004	13 43 26.72	+15 34 31.1	5382	2.47	-2.11	-2.11		-0.97
HD119516	B.W.Carney+,AJ, 125, 293, 2003	13 43 26.72	+15 34 31.1	5440	2.5	-2.49	-2.49		
HD122563	D.K.Lai+,ApJ, 667, 1185, 2007	14 02 31.80	+09 41 10.0	4610	1.32	-2.54	-2.37		-0.44
HD122563	T.V.Mishenina+,AAP, 370, 951, 2001	14 02 31.80	+09 41 10.0	4570	1.1	-2.42	-2.42		
HD122563	J.K.Hollek+,ApJ, 742, 54, 2011	14 02 31.80	+09 41 10.0	4450	0.5	-2.96	-2.96		-0.22
HD122563	J.A.Johnson+,ApJ, 579, 616, 2002	14 02 31.80	+09 41 10.0				-2.58		
HD122563	W.Aoki+,ApJ, 632, 611, 2005	14 02 31.80	+09 41 10.0	4600	1.1	-2.5	-2.62		-0.41
HD122563	S.Honda+,ApJS, 152, 113, 2004	14 02 31.80	+09 41 10.0						
HD122563	S.M.Andrievsky+,AAP, 481, 481, 2008	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	I.U.Roederer+,ApJ, 675, 723, 2008	14 02 31.80	+09 41 10.0	4430	0.55	-2.83	-2.81		
HD122563	M.Spite+,AAP, 541, A143, 2012	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	I.U.Roederer+,ApJS, 203, 27, 2012	14 02 31.80	+09 41 10.0	4450	1.37	-2.61	-3.06		
HD122563	T.V.Mishenina+,AAP, 396, 189, 2002	14 02 31.80	+09 41 10.0				-2.66		
HD122563	D.L.Burris+,ApJ, 544, 302, 2000	14 02 31.80	+09 41 10.0	4625	1.4	-3	-2.54		
HD122563	C.L.Kielty+,MNRAS, 506, 1438, 2021			4749	1.12	-2.88	-2.89		
HD122563	W.Aoki+,ApJ, 660, 747, 2007	14 02 31.80	+09 41 10.0	4600	1.1	-2.6	-2.64	0.76	-0.34
HD122563	I.U.Roederer+,AJ, 147, 136, 2014	14 02 31.80	+09 41 10.0	4500	0.55	-2.93	-2.97	<0.63	-0.4
HD122563	M.Spite+,AAP, 455, 291, 2006	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		-0.3
HD122563	D.Prakapavicius+,AAP, 599, 128, 2017	14 02 31.80	+09 41 10.0	4600	1.6	-2.6	-2.6	0.32	
HD122563	J.Simmerer+,ApJ, 617, 1091, 2004	14 02 31.80	+09 41 10.0	4572	1.36	-2.72	-2.72		-0.42
HD122563	J.J.Cowan+,ApJ, 627, 238, 2005	14 02 31.80	+09 41 10.0	4570	1.35	-2.72	-2.75		
HD122563	J.A.Johnson+,ApJ, 658, 1203, 2007	14 02 31.80	+09 41 10.0	4615	1.27	-2.47	-2.45		-0.84
HD122563	M.Spite+,AAP, 430, 655, 2005	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82	0.67	-0.38
HD122563	C.J.Hansen+,AAP, 545, A31, 2012	14 02 31.80	+09 41 10.0	4560	0.9	-2.81	-2.81		
HD122563	S.M.Andrievsky+,AAP, 509, A88, 2010	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	L.Mashonkina+,ApJ, 679, 1549, 2008	14 02 31.80	+09 41 10.0	4600	1.5	-2.53	-2.53		
HD122563	M.Bergemann+,MNRAS, 401, 1334, 2010	14 02 31.80	+09 41 10.0	4600	1.5	-2.51	-2.51		
HD122563	I.U.Roederer+,ApJ, 724, 975, 2010	14 02 31.80	+09 41 10.0				-2.77		
HD122563	J.A.Johnson+,ApJ, 554, 888, 2001	14 02 31.80	+09 41 10.0	4450	0.5	-2.65	-2.58		
HD122563	J.A.Johnson+,ApJS, 139, 219, 2002	14 02 31.80	+09 41 10.0	4450	0.5	-2.65	-2.73		
HD122563	S.Honda+,ApJ, 607, 474, 2004	14 02 31.80	+09 41 10.0	4570	1.1	-2.77	-2.76		-0.29
HD122563	J.E.Norris+,ApJ, 488, 350, 1997	14 02 31.80	+09 41 10.0	4650	1.4		-2.51		-0.49
HD122563	M.Bergemann+,AAP, 492, 823, 2008	14 02 31.80	+09 41 10.0	4600	1.5	-2.51	-2.51		
HD122563	S.M.Andrievsky+,AAP, 494, 1083, 2009	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	R.Cayrel+,AAP, 416, 1117, 2004	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.78	0.66	-0.35
HD122563	J.P.Fulbright+,ApJ, 595, 1154, 2003	14 02 31.80	+09 41 10.0	4650	1.24	-2.8	-2.6	0.72	
HD122563	K.A.Venn+,MNRAS, 492, 3241, 2019	14 02 31.84	+09 41 09.94	4625	1.6	-2.76	-2.76		
HD122563	Y.Takeda+,PASJ, 63, S537, 2011	14 02 31.80	+09 41 10.0	4572	1.36	-2.61	-2.61		
HD122563	C.M.Sakari+,ApJ, 868, 110, 2018	14 02 31.92	+09 41 09.6	4374	0.46	-2.96	-2.96		
HD122563	J.Westin+,ApJ, 530, 783, 2000	14 02 31.80	+09 41 10.0	4500	1.3	-2.7	-2.72	0.83	
HD122563	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	J.P.Fulbright+,AJ, 120, 1841, 2000	14 02 31.80	+09 41 10.0	4425	0.6	-2.6	-2.77		
HD122563	I.U.Roederer+,ApJ, 698, 1963, 2009	14 02 31.80	+09 41 10.0	4570	1.35	-2.72	-2.72		
HD122563	S.Honda+,ApJ, 643, 1180, 2006	14 02 31.80	+09 41 10.0	4570	1.1	-2.77	-2.82		
HD122563	C.Sneden+,ApJ, 496, 235, 1998	14 02 31.80	+09 41 10.0	4625	1.4	-2.71	-2.71		
HD122563	M.Spite+,AAP, 528, A9, 2011	14 02 31.80	+09 41 10.0	4600	1.1	-2.82	-2.82		
HD122563	B.Barbuy+,ApJ, 588, 1072, 2003	14 02 31.80	+09 41 10.0	4600	1.1	-2.8	-2.77	1.08	
HD122563	S.Honda+,ApJ, 666, 1189, 2007	14 02 31.80	+09 41 10.0	4570	1.1	-2.77	-2.82		
HD126238	I.U.Roederer+,AJ, 147, 136, 2014	14 25 29.96	-43 38 36.9	4750	1.65	-1.96	-2.05	0.46	-0.01
HD126238	R.G.Gratton+,AAP, 354, 169, 2000	14 25 29.96	-43 38 36.9	5011	2.32	-1.51		0.67	-0.14
HD126238	C.Sneden+,ApJ, 496, 235, 1998	14 25 29.96	-43 38 36.9	4975	2.5	-1.67			
HD126238	I.U.Roederer+,ApJS, 203, 27, 2012	14 25 29.96	-43 38 36.9	4780	1.72	-1.93			
HD126238	C.J.Hansen+,AAP, 545, A31, 2012	14 25 29.96	-43 38 36.9	4900	1.8	-1.92			
HD126587	A.McWilliam+,AJ, 109, 2757, 1995	14 27 00.30	-22 14 39.0	4910	1.85	-2.9	-2.68		0.1
HD126587	A.McWilliam+,AJ, 109, 2736, 1995	14 27 00.30	-22 14 39.0						
HD126587	C.J.Hansen+,AAP, 545, A31, 2012	14 27 00.30	-22 14 39.0	4700	1.05	-3.16	-3.16		
HD126587	J.A.Johnson+,ApJ, 579, 616, 2002	14 27 00.30	-22 14 39.0				-2.9		
HD126587	S.Honda+,ApJS, 152, 113, 2004	14 27 00.30	-22 14 39.0						
