# object_id,reference,teff,logg,[Fe/H],[C/Fe]_1D,[C/Fe]_3D 
WISEAJ174935.02+480448.9,V.M.Placco+_ApJ_870_122_2019,4754,4.19,-0.80,0.35,0.25
WISEAJ175826.83+193140.7,V.M.Placco+_ApJ_870_122_2019,5437,3.79,-0.04,-0.38,-0.39
WISEAJ180048.04+190855.9,V.M.Placco+_ApJ_870_122_2019,5264,4.67,-0.22,-0.03,-0.06
WISEAJ181509.23-035605.7,V.M.Placco+_ApJ_870_122_2019,5010,4.68,-0.31,0.14,0.10
WISEAJ181521.37-605313.5,V.M.Placco+_ApJ_870_122_2019,5079,4.77,-0.33,0.16,0.11
WISEAJ181648.99-383703.8,V.M.Placco+_ApJ_870_122_2019,5560,4.45,-0.09,-0.34,-0.36
WISEAJ181701.82-781033.3,V.M.Placco+_ApJ_870_122_2019,6001,4.32,-1.27,0.90,0.74
WISEAJ182638.17+172115.2,V.M.Placco+_ApJ_870_122_2019,4617,3.91,-0.06,-0.52,-0.45
WISEAJ185249.38-772546.9,V.M.Placco+_ApJ_870_122_2019,5980,3.10,-1.91,1.46,1.24
WISEAJ185540.44+394455.9,V.M.Placco+_ApJ_870_122_2019,5526,4.52,-0.54,0.35,0.28
WISEAJ190248.33+110749.3,V.M.Placco+_ApJ_870_122_2019,5823,4.14,-1.46,0.84,0.66
WISEAJ190522.48+432803.0,V.M.Placco+_ApJ_870_122_2019,5321,3.79,-0.19,-0.20,-0.23
WISEAJ190559.92-484525.6,V.M.Placco+_ApJ_870_122_2019,5425,3.49,-0.78,0.47,0.43
WISEAJ190622.38+413931.4,V.M.Placco+_ApJ_870_122_2019,5036,3.76,-0.20,-0.46,-0.41
WISEAJ191140.77-670507.1,V.M.Placco+_ApJ_870_122_2019,4545,4.38,-0.98,0.00,-0.12
WISEAJ191617.38+491536.1,V.M.Placco+_ApJ_870_122_2019,4832,3.54,-0.43,-0.01,0.00
WISEAJ192943.88+400537.9,V.M.Placco+_ApJ_870_122_2019,5990,3.96,-0.27,0.12,0.08
WISEAJ193235.69+440719.7,V.M.Placco+_ApJ_870_122_2019,5109,2.81,-0.89,0.53,0.47
WISEAJ194706.48-782339.9,V.M.Placco+_ApJ_870_122_2019,5568,3.63,-1.22,0.78,0.67
WISEAJ195412.00+421320.5,V.M.Placco+_ApJ_870_122_2019,7427,3.80,-0.30,1.29,1.25
WISEAJ195844.58-510307.9,V.M.Placco+_ApJ_870_122_2019,4730,4.31,-1.73,0.80,0.59
WISEAJ200719.92-144847.8,V.M.Placco+_ApJ_870_122_2019,5238,4.21,-0.97,0.54,0.42
WISEAJ200753.30+023714.8,V.M.Placco+_ApJ_870_122_2019,5281,4.70,-0.18,0.55,0.52
WISEAJ200949.94-531934.0,V.M.Placco+_ApJ_870_122_2019,5038,2.73,-1.21,0.45,0.34
WISEAJ201009.34+450314.4,V.M.Placco+_ApJ_870_122_2019,4821,4.06,-1.07,0.22,0.09
WISEAJ201010.32+341044.8,V.M.Placco+_ApJ_870_122_2019,5726,4.26,-0.49,0.25,0.18
WISEAJ201102.09-662238.3,V.M.Placco+_ApJ_870_122_2019,5372,2.81,-1.60,1.14,0.97
WISEAJ201336.51+133636.3,V.M.Placco+_ApJ_870_122_2019,5179,4.53,-0.31,0.19,0.15
WISEAJ204641.87+132037.5,V.M.Placco+_ApJ_870_122_2019,5290,3.87,-0.03,-0.25,-0.26
WISEAJ210027.88-454538.2,V.M.Placco+_ApJ_870_122_2019,5427,3.00,-0.17,-0.25,-0.20
WISEAJ210709.84-582452.1,V.M.Placco+_ApJ_870_122_2019,5467,3.67,-1.08,0.90,0.81
WISEAJ210722.42-452524.1,V.M.Placco+_ApJ_870_122_2019,5087,3.07,-0.01,-0.49,-0.41
WISEAJ210732.65-614044.4,V.M.Placco+_ApJ_870_122_2019,5286,4.49,-0.39,0.61,0.56
WISEAJ210754.89-584958.0,V.M.Placco+_ApJ_870_122_2019,4546,4.45,-0.37,-0.65,-0.70
WISEAJ210920.94+195602.0,V.M.Placco+_ApJ_870_122_2019,4666,3.88,-1.61,1.01,0.84
WISEAJ210937.84+245649.3,V.M.Placco+_ApJ_870_122_2019,6025,3.90,-0.75,0.42,0.32
WISEAJ211037.35+330601.3,V.M.Placco+_ApJ_870_122_2019,5764,3.95,-0.39,0.07,0.02
WISEAJ211051.89-415758.5,V.M.Placco+_ApJ_870_122_2019,4863,4.43,-1.17,0.74,0.59
WISEAJ211409.50-094517.6,V.M.Placco+_ApJ_870_122_2019,5170,4.64,-0.36,0.37,0.32
WISEAJ211526.21+145110.9,V.M.Placco+_ApJ_870_122_2019,5606,3.61,-0.73,0.44,0.41
WISEAJ211652.90-622544.3,V.M.Placco+_ApJ_870_122_2019,4992,4.58,-1.11,0.86,0.72
WISEAJ213005.20+441349.4,V.M.Placco+_ApJ_870_122_2019,7471,4.67,-2.53,0.85,0.54
WISEAJ213227.17+153746.5,V.M.Placco+_ApJ_870_122_2019,4572,3.04,-0.35,-0.59,-0.57
WISEAJ213626.65+194610.9,V.M.Placco+_ApJ_870_122_2019,4560,2.86,-0.08,-0.56,-0.49
WISEAJ214300.48+144621.7,V.M.Placco+_ApJ_870_122_2019,4794,4.15,-1.56,1.05,0.86
WISEAJ214810.31+062427.2,V.M.Placco+_ApJ_870_122_2019,5523,3.70,-1.04,0.41,0.33
WISEAJ215622.92+450312.6,V.M.Placco+_ApJ_870_122_2019,5490,4.15,-0.15,0.57,0.55
WISEAJ220246.25-705410.9,V.M.Placco+_ApJ_870_122_2019,4835,4.81,-0.59,0.14,0.06
WISEAJ220833.50-774629.1,V.M.Placco+_ApJ_870_122_2019,5494,3.58,-1.18,0.55,0.45
WISEAJ220928.71-071506.3,V.M.Placco+_ApJ_870_122_2019,5258,4.24,-0.42,-0.01,-0.07
WISEAJ221039.24+610028.9,V.M.Placco+_ApJ_870_122_2019,4637,3.35,-0.30,-0.34,-0.31
WISEAJ221845.13-394739.5,V.M.Placco+_ApJ_870_122_2019,4725,2.71,-0.75,-0.22,-0.26
WISEAJ222400.88-641817.6,V.M.Placco+_ApJ_870_122_2019,5175,4.66,-0.51,0.32,0.25
WISEAJ222416.10-164108.0,V.M.Placco+_ApJ_870_122_2019,5140,4.57,-0.56,0.22,0.15
WISEAJ222648.76+481736.4,V.M.Placco+_ApJ_870_122_2019,4774,2.75,-1.69,0.79,0.61
WISEAJ222707.67-680831.3,V.M.Placco+_ApJ_870_122_2019,4709,3.28,-2.21,-0.34,-0.60
WISEAJ222848.38+371737.2,V.M.Placco+_ApJ_870_122_2019,5571,3.95,-1.84,1.20,0.97
WISEAJ223534.01+380807.6,V.M.Placco+_ApJ_870_122_2019,5877,4.20,-0.91,0.61,0.49
WISEAJ224153.62-335032.0,V.M.Placco+_ApJ_870_122_2019,5556,3.69,-0.71,0.66,0.63
WISEAJ224922.46+372229.3,V.M.Placco+_ApJ_870_122_2019,5647,4.14,-0.64,0.38,0.30
WISEAJ230003.92-745124.3,V.M.Placco+_ApJ_870_122_2019,5012,4.46,-0.82,0.72,0.62
WISEAJ230027.75-343043.4,V.M.Placco+_ApJ_870_122_2019,5157,4.59,-0.82,0.50,0.40
WISEAJ230055.62-390520.4,V.M.Placco+_ApJ_870_122_2019,4892,4.53,-0.81,0.42,0.32
WISEAJ230228.58+605633.9,V.M.Placco+_ApJ_870_122_2019,6129,3.65,-0.88,0.70,0.59
WISEAJ230229.05-303733.2,V.M.Placco+_ApJ_870_122_2019,4718,2.83,-1.04,-0.25,-0.33
WISEAJ230404.51+702814.7,V.M.Placco+_ApJ_870_122_2019,5420,4.83,-0.42,0.38,0.32
WISEAJ230500.81-705514.5,V.M.Placco+_ApJ_870_122_2019,5860,4.08,-1.09,0.75,0.61
WISEAJ230829.22+304812.4,V.M.Placco+_ApJ_870_122_2019,4624,4.43,-1.71,0.81,0.60
WISEAJ231246.84+310059.4,V.M.Placco+_ApJ_870_122_2019,4966,4.65,-0.23,0.40,0.37
WISEAJ231330.48+303548.1,V.M.Placco+_ApJ_870_122_2019,5215,4.11,-0.11,-0.08,-0.10
WISEAJ234137.24-460249.1,V.M.Placco+_ApJ_870_122_2019,5006,4.44,-0.81,0.39,0.29
WISEAJ234331.22-450953.3,V.M.Placco+_ApJ_870_122_2019,4761,2.70,-0.93,-0.23,-0.30
WISEAJ235457.16-214223.0,V.M.Placco+_ApJ_870_122_2019,5647,4.57,-0.95,0.72,0.60
WISEJ0725-2351,M.Spite+_AAP_582_74_2015,6050,4.20,-2.55,0.54,0.23
WYVir,C.R.Kennedy+_ApJ_787_6_2014,6354,2.81,-2.65,1.35,1.02
